PC1,PC2,cluster
1.8998637396849627,-0.27820707105834597,1
0.27272009966800503,0.8175397606260986,3
0.2752502414593608,0.9484261678795438,0
1.8514574451968133,0.6818824970750109,1
-0.17558020240193112,0.8891066870028671,0
0.29318047234057865,0.13383323857527127,3
-0.5325954292069242,-0.9625475697111449,2
1.8628567871726787,0.4369619571455784,1
1.084012416840104,0.40496164069322854,1
0.06314033065288993,-0.24695962560455584,3
-0.5671689010970924,0.7943020670265539,0
-0.8087761281634609,0.26352000547462545,0
0.7012342098880242,1.2648787124739194,3
0.07558257625126563,0.7534050432678039,3
0.5869548458641196,-1.400960047665483,1
-0.05935650819302185,0.795184148863784,3
1.1335739658864412,-0.661470713022436,1
-0.39911222592579665,0.9068485454163373,3
0.26581139746051224,-0.6805182083967741,1
1.0007348765145625,-0.553631617257138,1
0.44746103402724835,0.506644518098382,3
-0.30529400224085373,-0.11392347405382272,0
-0.2068949622563636,0.8738648097286643,0
0.6574487784521361,-0.39025668948301645,1
-0.04281612628033016,-1.0650919372323253,2
0.4957440331517361,1.0060487272877299,3
-0.5632303395999826,0.09979244768755022,0
-0.7646199490362215,0.11824104750176581,0
0.83866193935742,-0.260820611250954,1
1.8612229175295225,-0.1152662573651416,1
0.9925930878041114,-1.0069095382556825,1
0.510700121768263,0.307048524943134,3
-0.4825855582844701,1.4199664893207011,3
0.5288726806589652,0.05443763442285584,0
1.9118523625872823,0.631636262927817,1
0.8377719584322072,0.12487160323066679,3
0.7116010215032833,-0.8594252001806032,1
0.5413185546621804,-0.9860368364555937,1
